name,brand,category,price,ingredients
Crystal Clear Facial Cleansing Gel,BYBI Beauty,all-cleansers,30.00," rosmarinus officinalis (rosemary) flower/leaf/stem, aqua (water), propanediol, decyl glucoside, glycerin, erythritol, coco-glucoside, inulin, caprylyl/capryl glucoside, xanthan gum, salix alba (willow) bark extract, quartz powder, lonicera caprifolium (honeysuckle) extract, citric acid, lonicera japonica (japenese honeysuckle) extract, fructose, bisabolol, rosmarinus officinalis (rosemary) leaf oil, cupressus sempervirens (cypress) oil, phytic acid, sodium benzoate, lactic acid, potassium sorbate, limonene"
Hydrating Accelerator,Josh Rosebrook,all-moisturizers,35.00," *aloe vera leaf juice, *jojoba oil, †marula seed oil, *evening primrose oil, *hemp seed oil, *borage seed oil, *almond oil, *grape seed oil, *sesame seed oil, *sea buckthorn oil, *goji berry, *ashwaganda, *calendula, *black cohosh, *dandelion, *fo ti root, *alfalfa, *bilberry, *rosemary, *turmeric, *elderberry, *raspberry leaf, *burdock, *chamo- mile, *rose hips, *eyebright, *beetroot, *st. john’s wort, *hawthorne ber- ry, *chickweed, *licorice, *coriander, *horse chestnut, *lavender, *red clover, *olive leaf, *sage, *thyme, *vitamin e, *gum arabic, *vanilla extract, †ylang ylang essential oil, †rosemary essential oil, †eucalyptus essential oil, †bergamot essential oil, †carrot seed essential oil. 
*certified organic, †organic, ‡wildcrafted, §non-gmo plant sourced Read More Read Less"
Skin Food Original,Weleda,all-moisturizers,12.50," water (aqua), helianthus annuus (sunflower) seed oil, lanolin, prunus amygdalus dulcis (sweet almond) oil, beeswax (cera alba), alcohol, polyglyceryl-3 polyricinoleate, glycerin, limonene*, viola tricolor extract, hydrolyzed beeswax, sorbitan olivate, rosmarinus officinalis (rosemary) leaf extract, chamomilla recutita (matricaria) flower extract, calendula officinalis flower extract, arginine, zinc sulfate, fragrance (parfum)*, linalool*, geraniol*, citral*, coumarin*.
*from natural essential oils
"
Skin Food Light,Weleda,all-moisturizers,12.50," water (aqua), helianthus annuus (sunflower) seed oil, glycerin, alcohol, glyceryl stearate citrate, beeswax (cera alba), theobroma cacao (cocoa) seed butter, cetearyl alcohol, butyrospermum parkii (shea) butter, limonene*, rosmarinus officinalis (rosemary) leaf extract, chamomilla recutita (matricaria) flower extract, calendula officinalis flower extract, viola tricolor extract, lanolin, carrageenan, xanthan gum, lactic acid, glyceryl caprylate, fragrance (parfum)*, linalool*, geraniol*, citral*. 
*from natural essential oils
"
Plum Beauty Oil,Le Prunier,all-moisturizers,72.00, 100% pure plum oil (prunus domestica seed oil)
Vital Balm Cream,Josh Rosebrook,all-moisturizers,45.00," *aloe barbadensis (aloe vera) leaf juice, *mangifera indica (mango) seed butter, *persea gratissima (avocado) oil, *simmondsia chinensis (jojoba) seed oil, *butyrospermum parkii (shea) butter, *cassia angustifolia (senna) seed extract, *glycerin, *acacia senegal gum (gum arabic), *borago officinalis (borage) seed oil, *oenothera biennis (evening primrose) oil, *mel (honey), † brassica oleracea italica (broccoli) seed oil, *hippophae rhamnoides (sea buckthorn) oil, *tocopherol (vitamin e), *withania somnifera (ashwagandha) leaf extract, *curcuma longa (turmeric) leaf extract, *rosa canina (rose) flower extract, *lycium barbarum (goji berry) fruit extract, *calendula officinalis (calendula) extract, *cimicifuga racemosa (black cohosh) root extract, *sambucus nigra (elderberry) extract, *fucus vesiculosus (bladderwrack) extract, *althaea officinalis (marshmallow) root extract, *zingiber officinale (ginger) extract, *trigonella foenum-graecum (fenugreek) seed extract, *stellaria media (chickweed) extract, *glycyrrhiza glabra (licorice) root extract, *rubus idaeus (raspberry) fruit extract, *taraxacum officinale (dandelion) extract, *salvia officinalis (sage) extract, *euphrasia officinalis (eyebright) extract, *silybum marianum (milk thistle) extract, *rosa canina (rose) flower powder, *hypericum perforatum (st. john’s wort) extract, *uncaria tomentosa (cat’s claw) extract, *cinnamomum cassia (cinnamon) extract, *lavandula angustifolia (lavender) extract, *ginkgo biloba (ginkgo) leaf extract, *rosmarinus officinalis (rosemary) extract, § xanthan gum, potassium sorbate, † tanacetum vulgare (blue tansy) flower oil, † cananga odorata (ylang ylang) flower oil, † lavandula angustifolia (lavender) herb oil, *vanilla planifolia (vanilla) bean extract, | benzyl benzoate, | benzyl salicylate, | farnesol, | limonene, | linalool.
*certified organic, †organic, §non-gmo plant sourced, |natural constituents of essential oils Read More Read Less"
Golden Hour Recovery Cream,Ursa Major,all-moisturizers,48.00," aloe barbadensis (aloe vera) leaf juice, helianthus annuus (sunflower) seed oil, glyceryl stearate citrate, cetearyl alcohol, leuconostoc/radish root ferment filtrate, glycerin, Limnanthes alba (meadowfoam) seed oil, galactoarabinan, cetyl palmitate, undecylenic glycerides, octyldodecanol, Ribes nigrum (black currant) seed oil, Helianthus annuus (sunflower) seed oil unsaponifiables, Cardiospermum halicacabum flower/leaf/vine extract, tocopherol, Rosmarinus officinalis (rosemary) leaf extract, Hippophae rhamnoides (sea buckthorn) fruit extract, Santalum spicatum (sandalwood) wood oil, Rosa damascena (rose) flower oil, Citrus aurantium amara (neroli) flower oil, Cymbopogon martinii (palmarosa) leaf oil, Calendula officinalis (calendula) flower extract, sodium phytate, sodium anisate, glyceryl caprylate, sclerotium gum, xanthan gum, alcohol, citric acid"
Hyaluronic Serum 200,Evolve Organic Beauty,all-moisturizers,46.00," aqua (water), rosa damascena (rose) water*, aloe barbadensis leaf juice powder*, punica granatum (pomegranate) fruit extract*, glycerin, amorphophallus konjac root powder, sodium hyaluronate, sodium levulinate, sodium anisate, sodium dehydroacetate *ingredients from organic farming"
Replenishing Night Cream,Goop,all-moisturizers,140.00," Aloe barbadensis leaf juice*, citrus medica limonum (lemon) juice*, pyrus malus (apple) juice*, vitis vinifera (grape) juice*, caprylic/capric triglyceride, glycerin*, stearyl alcohol,cetearyl alcohol, coconut alkanes, myrica cerifera fruit wax, glyceryl stearate, fusanus spicatus kernel oil, capryloyl glycerin/sebacic acid copolymer, gluconolactone, essential oil blend/mélange d’huiles essentielles: [monarda didyma (bergamot) oil, lavandula angustifolia (lavender) oil, and citrus medica limonum (lemon) oil], diheptyl succinate, butyrospermum parkii (shea) butter extract*, cetearyl olivate, sorbitan olivate, iris pallida leaf cell extract, narcissus poeticus flower extract, squalane, olea europaea (olive) fruit oil*, prunus amygdalus dulcis (sweet almond) oil*, macadamia integrifolia seed oil, persea gratissima (avocado) oil*, prunus armeniaca (apricot) kernel oil*, palmitoyl tripeptide-5, jojoba esters, cetearyl glucoside, xanthan gum, coco-caprylate/caprate, linum usitatissimum (linseed) seed extract, behenyl behenate, tribehenin, 3-o-ethyl ascorbic acid, ascorbic acid, tocopherol, helianthus annuus (sunflower) seed oil, glyceryl caprylate, p-anisic acid, leuconostoc/radish root ferment filtrate, hyaluronic acid, limonene, linalool, citral Read More Read Less"
5-in-1 Tinted Moisturizing Face Sunscreen,Suntegrity,all-moisturizers,45.00," active ingredient: zinc-oxide 20% (non-nano)
aloe barbadensis (organic aloe vera) leaf juice, capric caprylic triglycerides (coconut oil extract), water (aqua), sorbitan stearate (plant derived), glyceryl stearate (plant derived), polyglyceryl-4 isostearate (plant derived), hexyl laurate (plant derived), simmondsia chinensis (organic jojoba) seed oil, cetyl dimethicone (mineral derived), magnesium sulfate (epsom salt), helianthus annuus (organic sunflower) seed oil, cucumis sativus (organic cucumber) fruit extract, astaxanthin (algae source), hyaluronic acid (plant derived), chlorella emersonii (red algae) extract, camellia sinensis (organic green tea) extract, punica granatum (organic pomegranate) seed oil, polyaminopropyl biguanide*, ethylhexylglycerin*, iron oxide. *paraben-free preservative"
Tinted Face Oil,Kosas,all-moisturizers,42.00," coco-caprylate/caprate, simmondsia chinensis (jojoba) seed oil, octyldodecanol, persia gratissima (avocado) oil, silica, kaolin, mica, oryza sativa (rice) bran extract, rosmarinus officinalis (rosemary) leaf extract, helianthus annuus (sunflower) extract, tocopherol, limnanthes alba (meadowfoam) seed oil, camellia oleifera (tea) seed oil, rosa canina fruit oil, rubus idaeus (raspberry) seed oil [+/-:titanium dioxide (ci 77891), iron oxides (ci 77491, 77499, 77491, 77492)]"
BB Cream,Lily Lolo,all-moisturizers,22.00," aqua, caprylic/capric triglyceride, glycerin, coco-caprylate, cetearyl olivate, sorbitan olivate, simmondsia chinensis (jojoba) seed oil, triticum vulgare (wheat) germ oil, prunus amygdalus dulcis (sweet almond) oil, argania spinosa (argan) kernel oil, stearic acid, cetyl alcohol, glyceryl stearate, boron nitride, benzyl alcohol, parfum, sodium benzoate, potassium sorbate, tocopherol, aloe barbadensis leaf juice powder, leptospermum scoparium (manuka) oil, punica granatum (pomegranate) seed oil, dehydroacetic acid, helianthus annuus (sunflower) seed oil, sodium hyaluronate, limonene, linalool, benzyl benzoate, benzyl salicylate, ci 77891 (titanium dioxide), ci 77491 (iron oxide), ci 77492 (iron oxide), ci 77499 (iron oxide) .
note: contains wheat germ."
Sheer Vivid Tinted Moisturizer,Ilia,all-moisturizers,42.00," active ingredients: zinc oxide 12%, titanium dioxide 2% - purpose: sunscreen
inactive ingredients: water (aqua), aloe barbadensis leaf extract**, glycerin, caprylic capric triglyceride, sesamum indicum (sesame) seed oil*, glyceryl stearate, behenyl olivate, chondrus crispus extract, persea gratissima (avocado) oil, camellia sinensis (white tea) extract**, stearic acid, dimethicone, hydrolyzed jojoba esters, methylcellulose, cocos nucifera (coconut) oil*, butyrospermun parkii (shea butter)*, rosa canina (rose hip) fruit oil*, rosmarinus officinalis (rosemary) leaf extract**, jasminum officinale (jasmine) oil, xanthan gum, sodium hyaluronate, tocopherol, ethylhexylglycerin, phenethyl alcohol. may contain: mica, titanium dioxide (ci77891), iron oxide (ci77491, ci77492, ci77499).
*certified organic ingredients. ingrédients certifiés biologiques."
Rosehip BioRegenerate Oil,Pai,all-moisturizers,44.00," rosehip fruit and seed oil blend: andean rosehip oil is renowned for its skin healing properties. high concentrations of omegas 3, 6, 7 & 9 plus antioxidant carotenoids work together to restore the appearance of damaged skin. concentrated gamma linolenic acid restores softness and suppleness. 
rosa canina (rosehip co2) seed extract*, rosa canina (rosehip co2) fruit extract*, mixed tocopherols (natural vitamin e), rosmarinus officinalis leaf extract* 
*certified organic by the soil association (organically produced 99.8% of product). 
suitable for vegans. not tested on animals."
Nutrient Day Cream with SPF 30,Josh Rosebrook,all-moisturizers,85.00," active ingredient: 12% non nano micronized zinc oxide 
*aloe vera leaf juice, *shea butter, *evening primrose oil, *hemp seed oil, *jojoba oil, *borage seed oil, *almond oil, grape seed oil, *sesame oil, *avocado oil, †olive oil, *sea buckthorn oil, †broccoli oil, *calendula, *bilberry, *chamomile, *burdock, *rosemary, *fennel, *dan- delion, *rose hips, *catnip, *chickweed, *neem, *skullcap, *ginkgo leaf, *linden flower, *hawthorn berry, *green tea, *flax, *nettle, *sage, *marshmallow root, *cayenne, *ginseng, *peppermint, *st. john’s wort, *alfalfa, *vitamin e, ‡candelilla wax, *guar gum, *gum arabic, §xanthan gum, §potassium sorbate, mica, *benzoin resin, †carrot seed oil. 
*certified organic, †organic, ‡wildcrafted, §non-gmo plant sourced"
Algae + Moringa Universal Face Oil,MARA,all-moisturizers,72.00," moringa oleifera seed oil, vitius vinifera (grapeseed) oil, helianthus annuus (sunflower) seed oil, linum usitatissimum (linseed) seed oil, vaccinium myrtillus (bilberry) seed oil, caprylic/capric triglyceride, alaria esculenta extract, plankton extract, adansonia digitata seed oil, citrullus lanatus (watermelon) seed oil, citrus aurantium bergamia (bergamot) fruit oil, citrus aurantium amara (bitter orange) peel oil, tocopherol  "
Protective Day Oil,Marie Veronique,all-moisturizers,65.00," Simmondsia Chinensis (Jojoba) Seed Oil, Borago Officinalis (Borage) Seed OIl, Persea Gratissima (Avocado) Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Argania Spinosa (Argan) Kernel Oil, Rosa Mosqueta (Rosehip) Seed Oil, Actinidia Chinensis (Kiwi) Seed Oil, Calophyllum Inophyllum (Tamanu) Oil, Olea Europaea (Olive) Oil, Salvia Hispanica (Chia) Oil, Rubus Idaeus (Red Raspberry) Seed Oil, Sesamum Indicum (Sesame) Seed Oil, Sambucus Nigra (Elderberry) Extract, Mixed Tocopherols (Vitamin E), Camellia Oleifera (Green Tea) Seed Oil, Punica Granatum (Pomegranate) Seed Oil, Opuntia Ficus-Indica (Prickly Pear) Seed Oil, Astaxanthin, Lavandula Angustifolia (Lavender) Oil*, Pelargonium Graveolens (Rose Geranium) Oil*, Omega-3 Fatty Acid Eicosapentaenoic (from Microalgae), Brassica Oleracea Italica (Broccoli) Seed Oil, Solanum Lycopersicum (Tomato) Seed Oil, Citrus Aurantium (Neroli) Oil*, Helichrysum Italicum (Helichrysum) Flower Oil*, Rosmarinus Officinalis (Rosemary) Oleoresin, Myrtus Communis (Green Myrtle) Oil* Read More Read Less"
PlantGenius Melt Moisturizer,Alpyn Beauty,all-moisturizers,60.00," water, sodium hyaluronate, cetyl alcohol, coconut alkanes, glycerin, pyrus malus (apple) fruit extract, potassium cetyl phosphate, aloe barbadensis (aloe vera) leaf juice*, prunus armeniaca (apricot) kernel oil, capryloyl glycerin/sebacic acid copolymer, coco-caprylate/caprate, diheptyl succinate, centella asiatica meristem cell culture, xanthan gum, sorbitan stearate, dehydroacetic acid, benzyl alcohol, squalane, tripeptide-29, olea europaea (olive) fruit oil, glycolic acid, mica, titanium dioxide, potassium sorbate, butyrospermum parkii (shea) butter*, tocopherol, linoleic acid, lavandula angustifolia (lavender) oil, citrus aurantium dulcis (orange) oil, coenochloris signiensis extract, maltodextrin, lecithin, bakuchiol, hydrolyzed sodium hyaluronate, eclipta prostrata extract, melia azadirachta leaf extract, moringa pterygosperma seed oil, ceramide ng, ascorbic acid (vitamin c), simmondsia chinensis (jojoba) seed oil, salvia officinalis (sage) leaf extract, arnica montana (arnica) flower extract, borago officinalis (borage) flower extract, calendula officinalis (calendula) flower extract, chamomilla recutita (matricaria) flower extract Read More Read Less"
Fortifying Face Balm,Ursa Major,all-moisturizers,36.00," Aloe barbadensis leaf juice*, aqua/water/eau, glycerin, helianthus annuus (sunflower) seed oil*, caprylic/capric triglyceride, leuconostoc/radish root ferment filtrate, hamamelis virginiana leaf water, salix nigra (willow) bark extract, aleurites moluccana seed oil*, hydrolyzed myrtus communis leaf extract*, opuntia ficus-indica stem extract*, daucus carota sativa (carrot) seed oil, hydrogenated lecithin, betula alba juice, olea europaea (olive) leaf extract, lavandula angustifolia (lavender) flower oil*, citrus aurantifolia (lime) peel oil, melaleuca quinquenervia (niaouli) oil*, boswellia carterii (frankincense) resin extract, bisabolol, mentha spicata (spearmint) leaf extract, chondrus crispus (carrageenan), glucose, rosmarinus officinalis (rosemary) leaf extract*, propanediol, xanthan gum, sodium anisate, sclerotium gum, alcohol, citric acid, sodium benzoate, potassium sorbate, limonene, linalool, citral 

*Denotes organic ingredients  
 Read More Read Less"
Barrier Lipid Complex,Marie Veronique,all-moisturizers,95.00," Rubus Occidentalis (Black Raspberry) Seed Oil, Oenothera Biennis (Evening Primrose) Oil, Ceramide NP (Stearoyl Phytosphingosine), Milk Lipids (Phosphatidylethanolamine, Phosphatidylcholine), Squalane, Vaccinium Macrocarpon (Cranberry) Seed Oil, Sambucus Nigra (Elderberry) Extract, Caprylic/Capric Triglyceride, Mixed Tocopherols (Vitamin E), Salvia Hispanica (Chia) Seed Oil, Opuntia Ficus-Indica (Prickly Pear) Seed Oil, Water, Helianthus Annuus (Sunflower) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Rubus Fruticosus (Blackberry) Seed Oil, Behenyl Alcohol, Phosphatidyl Serine, Phospholipids (Soy Lecithin), Sodium Hyaluronate, Glyceryl Stearate, Phytosterols (Plant Cholesterol), Eicosapentaenoic/Docosahexaenoic Acid (Omega-3 Fatty Acids from Schizochytrium spp. Microalgae), Propanediol, Glycerin, Glyceryl Undecylenate, Glyceryl Caprylate, Xanthan Gum"
Squalane Facial Oil,Indie Lee,all-moisturizers,34.00,"
        100% olive-derived squalane oil."
"Calming Moisture for Face, Neck & Scalp",CV Skinlabs,all-moisturizers,49.00," aloe barbadensis leaf juice*, caprylic/capric triglyceride,  glyceryl stearate, sucrose laurate, squalane, helianthus annus (sunflower) seed oil, cetyl alcohol, curcuma longa (turmeric) root extract, ganoderma lucidium (mushroom) extract, beta-glucan, avena sativa (oat) kernel extract, glycerin, simmondsia chinensis (jojoba) seed oil , chamomilla recutita (matricaria) flower extract, camellia sinensis leaf extract*, bisabolol, zingiber officinale (ginger) root extract, tocopherol (vitamin e), butyrospermum parkii (shea) butter*, copernicia cerifera (carnauba) wax (cera), silicon dioxide, water (aqua), dehydroacetic acid, sodium stearoyl glutamate, xanthan gum, benzyl alcohol, citric acid, maltodextrin *organic"
Chamomile & Rosehip Calming Day Cream,Pai,all-moisturizers,60.00," german chamomile co2 extract: this flower extract is bursting with matricin & azulene, renowned for their superb soothing and anti- oxidant properties, which work to calm the appearance of irritated skin. 
rosehip co2 extract: this fruit of the rose plant is a great skin healer. it is rich in omega 3 and 6 as well as antioxidants like vitamin c, which together work to regenerate damaged skin. 
aqua, prunus armeniaca kernel oil* (apricot kernel oil), simmondsia chinensis seed oil* (jojoba oil), carthamus tinctorius seed oil* (thistle oil), cetearyl alcohol (coconut-derived emulsifier), glycerin* (from vegetable source), rosa canina seed extract* (co2 rosehip seed extract), butyrospermum parkii butter* (shea butter), cetearyl glucoside (corn-derived emulsifier), leptospermum scoparium leaf oil (manuka oil), sodium levulinate (corn extract), mixed tocopherols (natural vitamin e), chamomilla recutita extract* (co2 chamomile extract), lavandula officinalis flower oil* (lavender oil), sodium anisate (basil extract), pelargonium graveolens oil* (rose geranium oil), lactic acid (derived from sugar beet), glyceryl stearate citrate (from sustainable palm oil), sodium lauroyl lactylate (from coconut oil) 
naturally occurring in essential oils: citronellol*, geraniol*, linalool* *certified organic by the soil association (organically produced 78% of product). 
suitable for vegans. not tested on animals. delicate skin requires the purest ingredients packed full of high-performance actives to restore its natural radiance. our commitment to product purity means we never use synthetics, artificial fragrances, alcohol (denat.), parabens (including japanese honeysuckle), phenoxyethanol, propylene glycol, formaldehyde (including sodium hydroxymethylglycinate), sodium lauryl sulfate or other irritants. Read More Read Less"
Blemish Balm,Osea,all-moisturizers,48.00,"
        Aqua, Gigartina Skottsbergii Extract*, Macrocystis Pyrifera Extract*, Undaria Pinnatifida Extract*, Vitis Vinifera (Grape) Seed Oil*, Caprylic/Capric Triglyceride (Coconut derived), Glycerin*, Propanediol (corn derived), Cetearyl Olivate, Simmondsia Chinensis (Jojoba) Oil*, Sorbitan Olivate (Emulsifier from Olive Oil), Melaleuca Alternifolia (Tea Tree) Leaf Oil*, Saccharomyces/Copper Ferment, Saccharomyces/Manganese Ferment, Saccharomyces/Zinc Ferment (Mineral Peptides), Rosmarinus Officinalis (Rosemary) Leaf Oil*, Lavandula Angustifolia (Lavender) Flower Oil*, Juniperus Communis (Juniper) Fruit Oil*, Glyceryl Stearate, Thymus Vulgaris (Thyme) Oil*, Cetearyl Alcohol, Cupressus Sempervirens (Cypress) Oil*, Stearic Acid, Citrus Grandis (Grapefruit) Peel Oil*, Sodium Lauroyl Glutamate, Xanthan Gum, Guar Gum, Citric Acid, Lonicera Caprifolium Extract, Lonicera Japonica Extract *ORGANIC INGREDIENT"
SPF 30 Oil-Free Moisturizer,Juice Beauty,all-moisturizers,30.00," Active Ingredient: Zinc Oxide 20% 
Inactive Ingredients: Aloe barbadensis (organic aloe juice/jus d’aloès bio)*, caprylic/capric triglyceride†, pyrus malus (organic apple juice/jus de pomme bio)*, vitis vinifera (organic white grape juice/jus de raisin blanc bio)*, sorbitan stearate, polyglyceryl-10 laurate, magnesium sulfate, tocopherol (Vitamin E/vitamine E), magnesium ascorbyl phosphate (Vitamin C/vitamine C), sodium hyaluronate†, punica granatum (organic pomegranate juice extract/extrait de jus de grenade bio)*, algae extract, cucumis sativus extract (cucumber extract/extrait de concombre), panthenol, citrus limonum bark, iron oxides, phenethyl alcohol, ethylhexylglycerin†, citrus reticulata (mandarin oil/huile de mandarine), citrus aurantium (petitgrain oil/huile de petit grain). *certified organic ingredient / ingrediént certifié bio 
† plant derived / origine végétale Read More Read Less"
Super Sensitive Skin Stuff,Graydon,all-moisturizers,49.00," aqua (purified water), glyceryl stearate*, coco-caprylate/caprate*, dicaprylyl ether*, sodium olivoyl glutamate*, cetearyl alcohol*, cetyl alcohol*, stearyl alcohol*, caprylic/capric triglyceride*, maple sap water, vegetable glycerin, ribes nigrum (black currant) seed oil, oenothera biennis (evening primrose) seed oil, rosa rubiginosa (rosehip) seed oil, punica granatum (pomegranate) seed oil, **glyceryl caprylate, **glyceryl undecylenate, citric acid, xanthan gum, sodium chloride, tocopherol (vitamin e) oil, *sodium stearoyl glutamate *vegetable wax, **natural vegetable preservative "
Raw Coconut Cream,RMS Beauty,all-moisturizers,18.00," *cocos nucifera (coconut) oil. 
*certified organic"
Nutrient Day Cream with SPF 30 Tinted,Josh Rosebrook,all-moisturizers,95.00,"
        active ingredient: 12% non nano micronized zinc oxide 
*aloe vera leaf juice, *shea butter, *evening primrose oil, *hemp seed oil, *jojoba oil, *borage seed oil, *almond oil, grape seed oil, *sesame oil, *avocado oil, †olive oil, *sea buckthorn oil, †broccoli oil, *calendula, *bilberry, *chamomile, *burdock, *rosemary, *fennel, *dan- delion, *rose hips, *catnip, *chickweed, *neem, *skullcap, *ginkgo leaf, *linden flower, *hawthorn berry, *green tea, *flax, *nettle, *sage, *marshmallow root, *cayenne, *ginseng, *peppermint, *st. john’s wort, *alfalfa, *vitamin e, ‡candelilla wax, *guar gum, *gum arabic, §xanthan gum, §potassium sorbate, mica, *benzoin resin, †carrot seed oil. 
*certified organic, †organic, ‡wildcrafted, §non-gmo plant sourced"
Perfect Zen Body Lotion,Ursa Major,all-moisturizers,26.00," aloe vera (aloe barbadensis) leaf juice*, sunflower (helianthus annuus) seed oil*, cetearyl alcohol, glycerin, caprylic/capric triglyceride, cetearyl glucoside, cetyl palmitate, meadowfoam (limnanthes alba) seed oil, mandarin red (citrus reticulata) peel oil, sweet orange (citrus sinensis) peel oil, bergamot (citrus bergamia) peel oil*, lavender (lavandula angustifolia) flower oil*, rosemary (rosmarinus) leaf oil, petitgrain bigarada (citrus aurantium) leaf/bud oil, sandalwood (santalum spicatum) wood oil, cedar (cedrus atlantica) wood oil, xanthan gum, rosemary (rosmarinus officinalis) leaf extract*, dehydroacetic acid, benzyl alcohol 
*certified organic"
Vital Boost Moisturizer,Goldfaden M.D.,all-moisturizers,68.00," water, simmondsia chinensis (jojoba) seed oil, cetyl alcohol, candelilla/jojoba/rice bran polyglyceryl-3 esters, glyceryl stearate, glycerin, sodium hyaluronate, squalane, magnesium aluminum silicate, sodium stearoyl lactylate, glyceryl caprylate, xanthan gum, cellulose gum, cetearyl alcohol, phenoxyethanol, ethylhexylglycerin, cholecalciferol (vitamin d), citrus paradisi (grapefruit) peel oil, emblica officinalis fruit extract."
Atmosphere Protection Cream,Osea,all-moisturizers,48.00," Aqua, Algae Extract*, Coco-Caprylate/Caprate (derived from coconut oil), Macadamia Ternifolia (Macadamia) Seed Oil*, Sorbitan Olivate (Emulsifier from Olive Oil), Cetearyl Glucoside (Sugar & Coconut Oil), Butyrospermum Parkii (Shea Butter)*, Simmondsia Chinensis Seed (Jojoba) Oil*, Persea Gratissima (Avocado) Oil*, Tocopherol (Vitamin E), Calendula Officinalis Flower Extract*, Xanthan Gum, Laminaria Digitata Extract, Ginkgo Biloba Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract*, Lavandula Angustifolia (Lavender) Oil*, Pelargonium (Geranium) Graveolens*, Magnesium Aluminum Silicate (Natural Smectite Clay), Citrus Grandis (Grapefruit) Peel Oil*, Potassium Sorbate, Glycine *ORGANIC INGREDIENT"
Age-Proof Replenishing Night Cream,Trilogy,all-moisturizers,57.00," aqua (water), coco-caprylate, prunus amygdalus dulcis (sweet almond) oil, cetearyl alcohol, cetearyl olivate (and) sorbitan olivate, caprylic/capric triglyceride, salvia hispanica (chia) seed oil, theobroma cacao seed butter, vaccinium angustifolia (blueberry) seed oil, fragaria vesca (strawberry) seed oil, punica granatum (pomegranate) seed oil, ubiquinone, glycyrrhiza glabra (licorice) root extract, morus alba (mulberry) root extract, cucumis sativa fruit extract, chamomilla recutita flower extract, oenothera biennis (evening primrose) seed oil, sodium hyaluronate, tocopheryl acetate, sclerocarya birrea seed oil, olea europaea (olive) fruit oil, persea gratissima, aloe barbadensis (aloe vera) leaf juice, calendula officinalis flower extract (and) glycine soja (soybean) oil, camellia oleifera seed oil, sodium stearoyl glutamate, citric acid, sodium hydroxide, dehydroacetic acid (and) benzyl alcohol, parfum, benzyl alcohol, citronellol, limonene, eugenol, farnesol, geraniol, linalool.
from time to time minor changes may occur to this ingredient list. always refer to the product packaging.
The term parfum used in this ingredient listing is a labeling requirement for the global marketplace. At Credo we continue to strive for transparency in labeling while respecting the trade secrets of the brand that developed this product. We would like to make clear that this parfum is made with natural and/or phthalate-free components. Read More Read Less"
Moisture Balancing Lotion,January Labs,all-moisturizers,28.00,"
        Squalane, Aloe Vera, Avocado Oil, Glycerin, Vitamin E, Jojoba Seed Oil, Sesame Seed Oil, Shea Butter, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Glyceryl Stearate, Sunflower Seed Oil, Goji Fruit Extract, Organic Cucumber Extract, Organic Chamomile Extract, Organic Argan Oil, Ethylhexylglycerin, Cetyl Alcohol, Palmitoyl Tripeptide-5, Isopropyl Palmitate, Coconut oil, starflower Seed Oil, Evening Primrose Oil, Linseed Seed Oil,  Cranberry Oil, Olive Oil, Lime Oil, Rose oil, Green Tea Leaf Extract, Water"
Avocado & Jojoba Hydrating Day Cream,Pai,all-moisturizers,55.00," avocado: this tasty fruit is rich in vitamins a, d and e as well as deep penetrating oils, which hydrate, nourish and soften the skin. 
jojoba: extracted from the seeds of a desert shrub, this oil helps keep skin soft and supple. similar in composition to the skin's natural sebum, it melts away to leave a silky smooth complexion. 
aqua, simmondsia chinensis seed oil* (jojoba oil), persea gratissima oil* (avocado oil), carthamus tinctorius seed oil* (thistle oil), cetearyl alcohol (coconut-derived emulsifier), glycerin* (vegetable glycerine), borago officinalis seed oil* (borage oil), butyrospermum parkii butter* (shea butter), cetearyl glucoside (corn-derived emulsifier), mixed tocopherols (natural vitamin e), helianthus annuus seed oil* (sunflower oil), pelargonium graveolens oil* (geranium oil), litsea cubeba fruit oil* (may chang oil), jasminum officinale flower extract* (jasmine oil), sodium levulinate (corn extract), sodium anisate (basil extract), glyceryl stearate citrate (from sustainable palm oil), sodium lauroyl lactylate (from coconut oil), lactic acid (derived from sugar beet) 
naturally occurring in essential oils: citral*, citronellol*, geraniol*, limonene*, linalool* 
*certified organic by the soil association (organically produced 77% of product). 
suitable for vegans. not tested on animals. delicate skin requires the purest ingredients packed full of high-performance actives to restore its natural radiance. our commitment to product purity means we never use synthetics, artificial fragrances, alcohol (denat.), parabens (including japanese honeysuckle), phenoxyethanol, propylene glycol, formaldehyde (including sodium hydroxymethylglycinate), sodium lauryl sulfate or other irritants. Read More Read Less"
