name,brand,category,price,ingredients,store,url,type
Active Treatment Essence,Vintner's Daughter,toners,225.0,"Aloe Barbadensis Leaf Juice, Malpighia Emarginata Fruit Extract, Moringa Oleifera Seed Extract, Althea Officinalis Root Extract, Glycyrrhiza Glabra Root Extract, Centella Asiatica Extract, Urtica Dioica Leaf Extract, Ginkgo Biloba Leaf Extract, Taraxacum Officinale Root Extract, Helichrysum Italicum Extract, Camellia Sinensis Leaf Extract, Medicago Sativa Leaf Extract, Astragalus Membranaceus Root Extract, Verbascum Thapsus Flower, Bacillus Ferment, Lactic Acid, Arginine, Vinegar, Avena Sativa Bran Extract, Niacinamide, Glycerin, Terminalia Ferdinandiana Extract, Cocos Nucifera Extract, Saccharide Isomerate, Pyrus Malus Fruit Extract, Chlorella Vulgaris Extract, Maltodextrin, Origanum Majorana Leaf Extract, Gluconolactone, Muriella Aurantiaca Oil, Lecithin, Ruttnera Lamellosa Oil, Watanabea Reniformis Oil, Sodium Ascorbate, Papain, Bromelain, Argemone Mexicana Callus Extract, Mirabilis Jalapa Callus Extract, Polianthes Tuberosa Callus Extract, Sodium Phytate, Sodium Hydroxide, Levulinic Acid, Sodium Benzoate, Potassium Sorbate",Follain,https://follain.com//collections/skincare-toners/products/vintners-daughter-active-treatment-essence,clean
Hydrating Tonic,Kari Gran,toners,38.0,"Aloe Barbadensis Miller, Glycerin, Lavandula Hybrida Oil or Rosa Damascena Oil",Follain,https://follain.com//collections/skincare-toners/products/kari-gran-hydrating-tonic,clean
Hydrating Floral Essence,Tata Harper,toners,94.0,"Citrus Aurantium Amara Distillate, Lavandula Angustifolia Flower, Rosa Damascena Flower Water, Water, Leuconostoc Ferment Filtrate, Propanediol, Sodium Hyaluronate, Calcium Ketogluconate, Anigozanthos Flavidus Extract, Banksia Serrata Flower Extract, Grevillea Speciosa Flower Extract, Saccharide Isomerate, Beta Vulgaris, Glycerin, Sodium Phytate, Citric Acid, Phenethyl Alcohol, Sodium Citrate, Hydrolyzed Corn Starch, Alcohol",Follain,https://follain.com//collections/skincare-toners/products/tata-harper-hydrating-floral-essence,clean
Vitamin D Moisture Mist,One Love Organics,toners,39.0,"Aloe Barbadensis Leaf Juice, Water, Lactobacillus Ferment, Carthamus Tinctorius Oleosomes, Microcrystalline Cellulose, Glycerin, rhododendron ferrugineum extract, Lentinus Edodes Extract, Oryza Sativa Extract, Rose Extract, Pelargonium Graveolens Oil, Caprylic, Sodium Anisate, Levulinic Acid, Cellulose Gum, Sodium Levulinate, Sodium Phytate, Potassium Sorbate",Follain,https://follain.com//collections/skincare-toners/products/one-love-organics-vitamin-d-moisture-mist,clean
Essential C Tonic,Tammy Fender,toners,55.0,"Lavandula Angustifolia Flower Water, Citrus Aurantium Bergamia Peel Water, Aloe Barbadensis Leaf Juice, Citrus Bergamia Oil, Lavandula Angustifolia Oil, Glycerin, Iris Germanica Root Extract, Panax Ginseng Root Extract, Vitis Vinifera Fruit Extract, Citrus Paradisi Fruit Extract, Ananas Sativus Fruit Extract, Hibiscus Sabdariffa Flower Extract, Lavandula Hybrida Oil, Potassium Sorbate, Sodium Benzoate, Caprylyl",Follain,https://follain.com//collections/skincare-toners/products/tammy-fender-essential-c-tonic,clean
Ultra Hyaluronic Beauty Mist,Mychelle,toners,8.0,"Water, Glycerin, Sodium Hyaluronate, Gluconolactone, Sodium Benzoate, Calcium Gluconate, Caprylyl, Sodium Cocoyl Glutamate, Polyglyceryl-5 Oleate, Glyceryl Caprylate, Citric Acid, Sodium Citrate, Potassium Sorbate, Sodium PCA, Aniba Rosaeodora Wood Oil, Globularia Cordifolia Callus Culture Extract, Tripeptide-29, Opuntia Ficus-Indica Stem Extract, Glycyrrhiza Glabra Root Extract, Marrubium Vulgare Extract, Niacinamide, Citrus Paradisi Peel Oil, Jasminum Grandiflorum Oil, Squalane Oil",Follain,https://follain.com//collections/skincare-toners/products/ultra-hyaluronic-beauty-mist,clean
Roman Chamomile Tonic,Tammy Fender,toners,60.0,"Anthemis Nobilis Flower Water, Caprylyl, Potassium Sorbate, Sodium Benzoate",Follain,https://follain.com//collections/skincare-toners/products/tammy-fender-roman-chamomile-tonic,clean
Moisturizer: Replenish + Protect,Follain,moisturizers,32.0,"Water, Glycerin, Aloe Barbadensis Leaf Juice, Rosa Damascena Flower Water, Simmondsia Chinensis Seed Oil, Caprylic, Cetearyl Olivate, Pentylene Glycol, Dicaprylyl Ether, Butyrospermum Parkii Butter, Glyceryl Stearate, Hydrogenated Vegetable Glycerides, Sorbitan Olivate, Cocos Nucifera Oil, Theobroma Cacao Seed Butter, Palmitoyl Tripeptide-38, Bakuchiol, Sodium Hyaluronate, Moringa Oleifera Seed Oil, Rosa Canina Fruit Oil, Moringa Oleifera Leaf Extract, Squalane, Macrocystis Pyrifera Extract, Citrus Limon Peel Extract, Candelilla Cera, Glyceryl Caprylate, Xanthan Gum, Sodium Hydroxide, Citric Acid, Caprylhydroxamic Acid, Olive Oil Decyl Esters, Hydroxypropyl Cyclodextrin, Tocopherol, Potassium Sorbate, Sodium Benzoate",Follain,https://follain.com//collections/skincare-moisturizers/products/follain-moisturizer,clean
Squalane Facial Oil,Indie Lee,moisturizers,34.0,Squalane Oil,Follain,https://follain.com//collections/skincare-moisturizers/products/squalane-facial-oil,clean
Golden Hour Recovery Cream,Ursa Major,moisturizers,48.0,"Aloe Barbadensis Leaf Juice, Helianthus Annuus Seed Oil, Glyceryl Stearate Citrate, Cetearyl Alcohol, Leuconostoc, Glycerin, Limnanthes Alba Seed Oil, Galactoarabinan, Cetyl Palmitate, Undecylenic Glycerides, Octyldodecanol, Ribes Nigrum Seed Oil, Helianthus Annuus Seed Oil Unsaponifiables, Cardiospermum Halicacabum Flower, Tocopherol, Rosmarinus Officinalis Leaf Extract, Hippophae Rhamnoides Fruit Extract, Santalum Spicatum Wood Oil, Rosa Damascena Flower Oil, Citrus Aurantium Amara Flower Oil, Cymbopogon Martinii Leaf Oil, Calendula Officinalis Flower Extract, Sodium Phytate, Sodium Anisate, Glyceryl Caprylate, Sclerotium Gum, Xanthan Gum, Alcohol, Citric Acid",Follain,https://follain.com//collections/skincare-moisturizers/products/ursa-major-golden-hour-recovery-cream,clean
Rosehip BioRegenerate Oil,Pai,moisturizers,44.0,"Rosa Canina Seed Extract - Rosehip Seed Extract, Rosa Canina Fruit Extract, Tocopherol - Natural Vitamin E, Rosmarinus Officinalis Leaf Extract",Follain,https://follain.com//collections/skincare-moisturizers/products/pai-rosehip-bioregenerate-oil,clean
Active Botanical Serum,Vintner's Daughter,moisturizers,185.0,"Vitis Vinifera Seed Oil, Corylus Avellana Oil, Citrus Aurantium Var Bergamia Peel Oil, Persea Americana Oil, Calendula Officinalis, Rose Damascena Absolute, Daucus Carota Seed Oil, Oenothera Biennis Oil, Rosa Rubignosa Seed Oil, Citrus Limon Peel, Lavandula X Intermedia Flower, Medicago Sativa Extract, Urtica Dioica Leaf, Taraxacum Officinale Leaf, Boswellia Carteri Oil, Citrus Aurantium Var Amara Flower Oil, Rosmarinus Officinalis Leaf Extract, Hippophae Rhamnoides Fruit, Curcuma Longa Root Oil,, Cupressus Se",Follain,https://follain.com//collections/skincare-moisturizers/products/vintners-daughter-active-botanical-serum,clean
Fortifying Face Balm,Ursa Major,moisturizers,36.0,"Aloe Barbadensis Leaf Juice, Water, Glycerin, Helianthus annuus seed oil, Caprylic, Leuconostoc, Hamamelis virginiana leaf water, Salix Nigra Bark Extract, Aleurites moluccana seed oil, Hydrolyzed myrtus communis leaf extract, Opuntia ficus-indica stem extract, Daucus Carota Sativa Seed Oil, Hydrogenated Lecithin, Betula alba juice, Olea Europaea Leaf Extract, Lavandula angustifolia flower oil, Citrus Aurantifolia Peel Oil, Melaleuca quinquenervia oil, Boswellia Carterii Resin Extract, Bisabolol, Mentha Spicata, Chondrus Crispus, Glucose, Rosmarinus officinalis leaf extract, Propanediol, Xanthan Gum, Sodium Anisate, Sclerotium Gum, Alcohol, Citric Acid, Sodium Benzoate, Potassium Sorbate, Limonene, Linalool, Citral",Follain,https://follain.com//collections/skincare-moisturizers/products/ursa-major-fortifying-face-balm,clean
Vital Balm Cream,Josh Rosebrook,moisturizers,45.0,"Beeswax, Vanilla C02 Essential Oil, Calendula Extract, Aloe Vera Leaf Juice, Mango Seed Butter, Honey, Indian Senna Seed Extract, Shea Butter, Olive Fruit Oil, Avocado Oil, Jojoba Oil, Borage Seed Oil, Evening Primrose Oil, Sea Buckthorn Oil, Vitamin E, Broccoli Seed Oil, Witch Hazel, Ashwagandha, Turmeric, Rose Hip Seed Oil, Goji Fruit Extract, Black Cohosh, Elderberry, Bladderwrack, Marshmallow Root, Ginger Root, Fenugreek, Chickweed, Licorice Root Extract, Raspberry Leaf Extract, Dandelion Extract, Sage Extract, Eye Bright Herb Extract, Milk Thistle, Rose Blossoms, St. Johns Wort Extract, Cats Claw, Cinnamon, Lavender, Ginkgo Leaf, Acacia Arabica Gum, Xanthan Gum, Potassium Sorbate, Blue Tansy Flower Oil, Ylang Ylang Oil, Lavender Oil",Follain,https://follain.com//collections/skincare-moisturizers/products/vital-balm-cream,clean
Intensive Repair Balm,Tammy Fender,moisturizers,130.0,"Helichrysum Italicum Flower Water, Rosa Centifolia Flower Water, Calendula Officinalis Flower Water, Glycerin, Stearyl Olivate, Silybum Marianum Ethyl Ester, Helianthus Annuus Seed Oil, Glyceryl Stearate, Rosa Mosqueta Fruit Oil, Nucifera Nelumbo Leaf Wax, Castor Isostearate Succinate, Himanthalia Elongata Extract, Nasturtium Officinale Extract, Octyl Dodecanol, Beeswax, Persea Gratissima, Oil, Anthemis Nobilis, Helichrysum Italicum Oil, Lilium Candidum Flower Extract, Glycolipids, Lavandula Officinalis Oil, Glyceryl Polyacrylate, Cetearyl Alcohol, Sodium Lauroyl Lactylate, Lecithin, Ethylhexylglycerin, Sclerotium Gum, Benzyl Alcohol, Tocopherol",Follain,https://follain.com//collections/skincare-moisturizers/products/tammy-fender-intensive-repair-balm,clean
Nutrient Day Cream SPF 30,Josh Rosebrook,moisturizers,85.0,"Aloe Vera Leaf Juice, Shea Butter, Evening Primrose Oil, Hemp Seed Oil, Jojoba Oil, Saponified Borage Oil, Sweet Almond Oil, Grape Seed Oil, Sesame Seed Oil, Seabuckthorn Essential Oil, Zinc Oxide, Soy Lecithin, Calendula Extract, Bilberry Fruit Extract, Chamomile, Burdock, Rosemary, Fennel Essential Oil, Dandelion Extract, Rose Hips, Catnip, Chickweed, Neem Leaf, Skullcap, Ginkgo Leaf, Linden Flower Extract, Hawthorn Berry, Green Tea, Flax, Nettle, Clary Sage, Marshmallow Root, Cayenne Pepper, Ginseng, Peppermint Essential Oil, St. Johns Wort Extract, Alfalfa Extract, Vitamin E, Candelilla Wax, Guar Gum Extract, Acacia Arabica Gum, Xanthan Gum, Potassium Sorbate, Benzoin",Follain,https://follain.com//collections/skincare-moisturizers/products/josh-rosebrook-nutrient-day-cream-spf-30,clean
Blemish Balm,OSEA,moisturizers,48.0,"Water, Gigartina Skottsbergii Algae, Macrocystis Pyrifera Algae, Undaria Pinnatifida Extract, Vitis Vinifera Seed Oil, Caprylic, Glycerin, Propaediol, Cetearyl Olivate, Simmondsia Chinensis Oil, Sorbitan Olivate, Melaleuca Alternifolia Leaf Oil, Saccharomyces, Rosmarinus Officinalis Leaf Oil, Saccharomyces, Lavandula Angustifolia Essential Oil, Saccharomyces, Juniperus Communis Leaf Essential Oil, Glyceryl Stearate, Thymus Vulgaris Essential Oil, Cetearyl Alcohol, Cupressus Sempervirens Essential Oil, Stearic Acid, Citrus Grandis Peel Oil, Sodium Lauroyl Glutamate, Xanthan Gum, Guar Gum, Citric Acid, Lonicera Caprifolium Extract, Lonicera Japonica Extract",Follain,https://follain.com//collections/skincare-moisturizers/products/osea-blemish-balm,clean
Chamomile & Rosehip Calming Day Cream,Pai,moisturizers,60.0,"Water - Purified Water, Prunus Armeniaca Kernel Oil - Apricot Kernel Oil, Simmondsia Chinensis Seed Oil - Jojoba Oil, Carthamus Tinctorius Seed Oil, Lactobacillus Ferment, Cetearyl Alcohol, Glycerin - Organic Derived Vegetable Glycerine, Rosa Canina Seed Extract - Rosehip Seed Extract, Butyrospermum Parkii Butter, Citrus Aurantium Dulcis Fruit Water - Orange Fruit Water, Cetearyl Glucoside, Chamomilla Recutita Flower Extract, Leptospermum Scoparium Branch, Sodium Levulinate -Naturally Derived Preservative, Tocopherol - Natural Vitamin E, Lavandula Angustifolia Oil, Sodium Anisate -Naturally Derived Preservative, Pelargonium Graveolens Oil, Lactic Acid - Ph Regulator, Sodium Stearoyl Glutamate, Rosmarinus Officinalis Leaf Extract, Citronellol, Geraniol, Linalool",Follain,https://follain.com//collections/skincare-moisturizers/products/pai-chamomile-rosehip-calming-day-cream,clean
Skin Food Original Ultra-Rich Moisturizer,Weleda,moisturizers,19.0,"Water, Helianthus Annuus Seed Oil, Lanolin, Prunus Amygdalus Dulcis Oil, Cera Alba, Alcohol, Fatty Acid Ester, Glycerin, Limonene, Viola Tricolor Extract, Hydrolyzed Beeswax, Sorbitan Olivate, Rosmarinus Officinalis Leaf Extract, Chamomilla Recutita Flower Extract, Calendula Officianalis Extract, Arginine, Zinc Sulfate, Parfum, Linalool, Geraniol, Citral, Coumarin",Follain,https://follain.com//collections/skincare-moisturizers/products/weleda-skin-food-original,clean
Atmosphere Protection Cream,OSEA,moisturizers,48.0,"Water, Algae Extract, Coco Caprylate, Macadamia Ternifolia Seed Oil, Sorbitan Olivate, Cetearyl Glucoside, Butyrospermum Parkii, Simmondsia Chinensis Seed Oil, Persea Gratissima Oil, Tocopherol, Calendula Officinalis Extract, L-lysine Lauroyl Methionate, Xanthan Gum, Laminaria Digitata Extract, Chamomilla Recutita Flower Extract, Lavandula Angustifolia Oil, Pelargonium Gravolens, Magnesium Aluminum Silicate, Citrus Grandis Peel Oil, Potassium Sorbate, Glycine",Follain,https://follain.com//collections/skincare-moisturizers/products/osea-atmosphere-protection-cream,clean
Skin Food Light Nourishing Cream,Weleda,moisturizers,19.0,"Water, Helianthus Annuus Seed Oil, Glycerin, Alcohol, Glyceryl Stearate Citrate, Cera Alba, Theobroma Cacao Seed Butter, Cetearyl Alcohol, Butyrospermum Parkii Butter, Viola Tricolor Extract, Rosmarinus Officinalis Leaf Extract, Chamomilla Recutita Flower Extract, Calendula Officinalis Flower Extract, Lanolin, Carrageenan, Xanthan Gum, Lactic Acid, Glyceryl Caprylate, Parfum, Linalool, Geraniol, Citral",Follain,https://follain.com//collections/skincare-moisturizers/products/weleda-skin-food-light,clean
Daily Sheer Facial Sunscreen SPF 40 – Fragrance Free,Babo Botanicals,moisturizers,21.0,"Titanium Dioxide, Zinc Oxide, Aloe Vera Leaf Juice, Rose Hip Fruit Oil, Green Tea, Sunflower Seed Oil, Myristyl Alcohol, Myristyl Glucoside, Cetearyl Alcohol, Coco Glucoside, Wheat Protein, Hydrolyzed, Hydrogenated Glyceryl Abietate, Castor Oil, Beeswax, Persea Gratissima Oil, Phenethyl Alcohol, Ethylhexylglycerin, Pongamia Pinnata Seed Oil, Shea Butter, Jojoba Oil, Hydroxyethyl Acrylate, Sodium Acryloyl Dimethyl Taurate Copolymer, Glycerin, White Tea Extract, Rose Flower Extract, Triethoxycaprylylsilane, Aluminum Hydroxide, Hydrogen Dimethicone, Dehydroxanthan Gum",Follain,https://follain.com//collections/skincare-moisturizers/products/daily-sheer-facial-sunscreen-spf-40-fragrance-free,clean
Three Sixty Five SPF 28,Kari Gran,moisturizers,48.0,"Non-Nano Zinc Oxide, Red Raspberry Seed Oil, Plum Oil, Macadamia Nut Oil, Kukui Nut Oil, Avocado Oil, Jojoba Oil, Beeswax, Tocopherol",Follain,https://follain.com//collections/skincare-moisturizers/products/three-sixty-five-spf-28,clean
Tinted Nutrient Day Cream SPF 30,Josh Rosebrook,moisturizers,95.0,"Zinc, Aloe Vera Leaf Juice, Shea Butter, Evening Primrose Oil, Hemp Seed Oil, Jojoba Oil, Borage Seed Oil, Almond Oil, Grape Seed Oil, Sesame Seed Oil, Olive Fruit Oil, Seabuckthorn Essential Oil, Broccoli Seed Oil, Calendula Extract, Bilberry Fruit Extract, Chamomile, Great Burdock Root Extract, Rosemary Extract, Fennel Essential Oil, Dandelion Extract, Rose Hip Fruit Oil, Catnip, Chickweed, Neem Leaf, Skullcap, Ginkgo Leaf, Linden Flower Extract, Hawthorn Berry, Green Tea Leaf, Flax, Nettle, Sage Extract, Marshmallow Root, Cayanne, Ginseng, Peppermint, St. Johns Wort Extract, Alfalfa Extract, Vitamin E, Candelilla Wax, Guar Gum Extract, Acacia Arabica Gum, Xanthan Gum, Potassium Sorbate, Mica, Benzoin, Carrot Seed Oil",Follain,https://follain.com//collections/skincare-moisturizers/products/josh-rosebrook-tinted-nutrient-day-cream-spf-30,clean
Blue Cocoon,May Lindstrom,moisturizers,180.0,"Camellia Oleifera Seed Oil, Butyrospermun Parkii Butter, Theobroma Cacao Seed Butter, Sclerocarya Birrea Seed Oil, Adansonia Digitata Oil, Tanacetum Annuum Oil, Commiphora Myrrha Oil, Lavandula Angustifolia Oil, Boswellia Serrate Gum Oil, Pelargonium Graveolens Oil, Vanilla Planifolia CO2 Oil, Schisandra Sphenanthera CO2 Fruit Extract, Helichrysum Italicum Oil, Ravensara Aromatica Oil, Linalool, Citronellol, Geraniol, Limonene",Follain,https://follain.com//collections/skincare-moisturizers/products/may-lindstrom-blue-cocoon,clean
Essential Hydrating Oil,OSEA,moisturizers,68.0,"Macadamia Nut Oil, Sesame Seed Oil, Jojoba Oil, Bergamot Oil, Cedar Leaf Oil, Lavender Oil, Geranium Essential Oil, Lemon Peel Oil, Clary Oil, Anthemis Nobilis, Rosewood Essential Oil, Tocopherol",Follain,https://follain.com//collections/skincare-moisturizers/products/essential-hydrating-oil,clean
Daily Sheer Tinted Facial Mineral Sunscreen SPF 30 – Natural Glow,Babo Botanicals,moisturizers,21.0,"Titanium Dioxide 6.00% Sunscreen, Zinc Oxide 6.00% Sunscreen, Aloe Barbadensis Leaf Juice, Water, Argania spinosa Oil, Beeswax, Organic Butyrospermum Parkii Butter, C13-14 Alkyls Benzoate, Organic Camellia Sinensis Extract, Caryodendron Orinocense Oil, Caprylic, Organic Cocos Nucifera Oil, Cucumis Sativus Extract, Decyl Glucoside, Glycerin, Glyceryl Caprylate, Glyceryl Stearate Citrate, Glyceryl Stearate, Glyceryl Undecylenate, Organic Helianthus Annuus Oil, Hippophae Rhamnoides Oil, Hyaluronic Acid, Iron Oxides, Lecithin, Mangifera Indica Butter, Organic Punica Granatum Extract, Organic Rosmarinus Officinalis Oil, Saccharide Isomerate, Sodium Polyacrylate, Stearic Acid, Vitamin E, Xanthan Gum, Zemea Propanediol",Follain,https://follain.com//collections/skincare-moisturizers/products/daily-sheer-tinted-facial-mineral-sunscreen-spf-30-natural-glow,clean
Advanced Protection Cream,OSEA,moisturizers,108.0,"Water, Algae Extract, Dipalmitoyl Hydroxyproline, Coco Caprylate, Cetearyl Glucoside, Squalane, Glycerin, Aloe Barbadensis Leaf Juice, Macadamia Ternifolia Seed Oil, Vitis Vinifera Seed Oil, Simmondsia Chinensis Seed Seed Oil, Capryloyl Glycine, Vitamin E, Persea Gratissima Oil, Chondrus Crispus, Undecylenoyl Glycine, Glycine, Calendula Officinalis Flower Extract, Anthemis Nobilis Flower Extract, Potassium Ascorbyl Tocopheryl Phosphate, Citrus Medica Limonum Peel Oil, Xanthan Gum",Follain,https://follain.com//collections/skincare-moisturizers/products/advanced-protection-cream,clean
Nourishing Lavender Milk,Farmaesthetics,moisturizers,42.0,"Soy Oil, Marigold Extract, Hamamelis Virginiana, Lavandula Angustifolia Oil - Lavender Oil, Cera Alba, Vegetable Lecithin, Borax, Xanthan Gum",Follain,https://follain.com//collections/skincare-moisturizers/products/farmaesthetics-nourishing-lavender-milk,clean
Resurfacing Serum,Tata Harper,moisturizers,88.0,"Hordeum Vulgare Leaf Juice, Propanediol, Water, Silybum Marianum Ethyl Ester, Galactoarabinan, Glycerin, Salix Alba Bark Extract, Cetearyl Olivate, Simmondsia Chinensis Oil, Squalane Oil, Sorbitan Olivate, cupuacu butter glycerides, Isopropyl Shea Butterate, Lactobacillus Ferment, Leuconostoc Ferment Filtrate, Solanum Lycopersicum Fruit Extract, L Lactic Acid, Vaccinium Myrtillus Fruit, Saccharum Officinarum Extract, Citrus Aurantium Dulcis Fruit Extract, Citrus Limon Fruit Extract, Acer Saccharum Extract, Citric Acid, Terminalia Ferdinandiana Fruit Extract, Lithospermum Erythrorhizon Root Extract, Hippophae Rhamnoides Oil, Plukenetia Volubilis Seed Oil, Saccharide Isomerate, Tasmannia Lanceolata Fruit, Arnica Montana Extract, Borago Officinalis Leaf Extract, Calendula Officinalis Flower Extract, Medicago Sativa Extract, Spiraea Ulmaria Extract, Sambucus Nigra Fruit Extract, Olea Europaea Oil, Tocopherol, Caprylic, Cetyl Palmitate, Sorbitan Palmitate, Sclerotium Gum, Aroma, Sodium Phytate, Sodium Citrate, Mica, Alcohol, Ci 77891, Ci 77491, Citral, Limonene, Linalool, Geraniol, Benzyl Benzoate",Follain,https://follain.com//collections/skincare-moisturizers/products/resurfacing-serum,clean
The Youth Dew,May Lindstrom,moisturizers,140.0,"Persea Gratissima Oil, Limnanthes Alba Seed Oil, Olea Europaea Fruit Oil, Prunus Domestica Oil, Simmondsia Chinensis Oil, Hippophae Rhamnoides Fruit Oil, Rosa Canina Fruit Oil, Punica Granatum Oil, Calophyllum Inophyllum Seed Oil, Borago Officinalis Seed Oil, Aleurites Moluccans Oil, Oenothera Biennis Oil, Pelargonium Graveolens Oil, Citrus Paradisi Peel Oil, Citrus Sinensis Oil, Citrus Limon Oil, Rosa Centifolia Flower Extract, Rosa Damascena Oil, Citrus Aurantium Oil, Daucus Carota Sativa Seed Oil, Ubiquinone, Limonene, Citronellol, Geraniol, Linalool, Citral, Eugenol",Follain,https://follain.com//collections/skincare-moisturizers/products/may-lindstrom-the-youth-dew,clean
Nourish Night Balm,Organic Bath Co.,moisturizers,32.0,"Organic Shea Butter, Mango Butter, Organic Jojoba Oil, Organic Rosehip Oil, Organic Prickly Pear Seed Oil, Organic Tamanu Oil, Green Coffee Oil",Follain,https://follain.com//collections/skincare-moisturizers/products/nourish-night-balm,clean
Skin Dew Coconut Water Cream,One Love Organics,moisturizers,58.0,"Aloe Barbadensis Leaf Juice, Water, Cocos Nucifera Fruit Juice, Caprylic, Helianthus Annuus Seed Oil, Cetearyl Alcohol, Jojoba Esters, Theobroma Grandiflorum Seed Butter, Helianthus Annuus Oil, Xylitylglucoside, Cetearyl Glucoside, Citrullus Vulgaris Seed Oil, Cocos Nucifera Pulp Extract, Laminaria Ochroleuca Extract, Acacia Decurrens Flower Cera, Tocopherol, Glycerin, Sclerotium Gum, Xylitol, Polyglycerin-3, Glyceryl Caprylate, Levulinic Acid, Sodium Levulinate, Anhydroxlitol, Phytic Acid, Sodium Anisate, Maltodextrin",Follain,https://follain.com//collections/skincare-moisturizers/products/one-love-organics-skin-dew-coconut-water-cream,clean
Lavender Protective Moisturizer SPF 17,Naturopathica,moisturizers,64.0,"Zinc Oxide 7.02%, Water, Caprylic, Cetearyl Olivate, Glycerin, Cyclopentasiloxane, Sorbitan Olivate, Squalane, Triticum Vulgare Germ Oil, Olea Europaea Fruit Oil, Simmondsia Chinensis Seed Seed Oil, Xanthan Gum, Magnesium Aluminum Silicate, 12Hexanediol, Glyceryl Isostearate, Caprylyl Clycol, Alcohol Denat., Populus Tremuloides Bark Extract, Leuconostoc, Citric Acid, Polyhydroxystearic Acid, Tocopheryl Acetate, Lavandula Angustifolia Oil, Beta-Glucan, Gluconolactone, Phytic Acid, Potassium Sorbate, Lonicera Caprifolium Flower Extract, Lonicera Japonica Flower Extract, Cinnamomum Camphora Bark Oil, Hamamelis Virginiana Water, Tropolone, Glycine Soja Oil, Tocotrienols, Elaeis Guineensis Oil, Alcohol, Tocopherol, Tetrahydrodiferuloylmethane, Tetrahydrodemethoxydiferuloylmethane, Tetrahydrobisdemethoxydiferuloylmethane",Follain,https://follain.com//collections/skincare-moisturizers/products/naturopathica-lavender-protective-moisturizer-spf-17,clean
Capillary Strengthening Blend,Tammy Fender,moisturizers,80.0,"Sunflower Seed Oil, Grapeseed Oil, Apricot Kernal, Rose Hip Seed Oil, Black Currant, Pure Essential Oils of Chamomile, Bois De Rose, Neroli, Rose, Carrot Seed",Follain,https://follain.com//collections/skincare-moisturizers/products/tammy-fender-capillary-strengthening-blend,clean
Force Field Daily Defense Lotion with SPF 18,Ursa Major,moisturizers,54.0,"Zinc Oxide, Aloe Barbadensis Leaf Juice, Caprylic, Glycerin, Butyrospermum Parkii Butter, Gluconolactone, Squalane, Citric Acid, Glyceryl Stearate, Sorbitan Stearate, Helianthus Annuus Seed Oil, Simmondsia Chinensis Seed Oil, Cetyl Alcohol, Sodium Benzoate, Cetearyl Glucoside, Cetearyl Alcohol, Rosa Damascena Leaf Cell Extract, Malus Domestica Callus Extract, Argemone Mexicana Callus Extract, Sclerotium Gum, Lysolecithin, Pullulan, Xanthan Gum, Sodium Hyaluronate, Sodium Phytate",Follain,https://follain.com//collections/skincare-moisturizers/products/ursa-major-force-field-daily-defense-lotion-with-spf-18,clean
Illuminating Moisturizer,Tata Harper,moisturizers,126.0,"Aloe Barbadensis Leaf Juice, Water, Shea Butter Ethyl Esters, Carthamus Tinctorius Oleosomes, Caprylic, Mangifera Indica Butter, Glycerin, Rosa Damascena Flower Water, Simmondsia Chinensis Seed Oil, Olea Europaea Oil, Cetearyl Olivate, Leuconostoc Ferment Filtrate, Oryza Sativa Extract, Mel, Lactobacillus, Theobroma Cacao Butter, Hyaluronic Acid, Sodium Hyaluronate, Diamond Powder, Lavandula Stoechas Extract, Salix Alba Bark Extract, Arnica Montana Extract, Borago Officinalis Leaf Extract, Medicago Sativa Extract, Spiraea Ulmaria Flower Extract, Calendula Officinalis Flower Extract, Sambucus Nigra Fruit Extract, Menyanthes Trifoliata Flower Extract, Leuconostoc, Sorbitan Olivate, Sclerotium Gum, Cetyl Palmitate, Sorbitan Palmitate, Propanediol, Sodium Phytate, Superoxide Dismutase, Soybean Peroxidase, Mica, Iron Oxide, Aroma, Citral, Citronellol, Eugenol, Geraniol, Limonene, Linalool",Follain,https://follain.com//collections/skincare-moisturizers/products/illuminating-moisturizer,clean
Antioxidant Crème,Tammy Fender,moisturizers,95.0,"Water, Glycerin, Stearyl Olivate, Silybum Marianum Ethyl Ester, Glyceryl Stearate, Helianthus Annuus Oil, Triolein, Cetearyl Alcohol, Daucus Carota Sativa Seed Water, Lavandula Angustifolia Flower Water, Rosa Damascena Flower Water, Nelumbo Nucifera Flower Wax, Castor Isostearate Succinate, Butyrospermum Parkii Butter, Octyl Dodecanol, Beeswax, Persea Gratissima Oil, Rosa Canina Fruit Oil, Rubia Tinctorum Root Extract, Adansonia Digitata Pulp Extract, Hibiscus Sabdariffa Flower Extract, Citrus Reticulata Peel Oil, Citrus Aurantium Flower Oil, Pelargonium Graveolens Flower Oil, Prunus Armeniaca Fruit Extract, Lilium Candidum Flower Extract, Althaea Officinalis Root Extract, Malva Sylvestris Flower Extract, Sodium Stearoyl Lactylate, Glycolipids, Glyceryl Polyacrylate, Citrus Aurantium Dulcis Oil, Ethylhexylglycerin, Benzyl Alcohol, Tocopherol",Follain,https://follain.com//collections/skincare-moisturizers/products/tammy-fender-antioxidant-creme,clean
